filename,extreme_min0,extreme_min1,extreme_min2,extreme_min3,extreme_min4,extreme_min5,extreme_min6,extreme_min7,extreme_min8,extreme_min9,extreme_min10,extreme_min11,extreme_min12,extreme_min13,extreme_min14,extreme_min15,extreme_min16,extreme_min17,extreme_min18,extreme_min19,extreme_max0,extreme_max1,extreme_max2,extreme_max3,extreme_max4,extreme_max5,extreme_max6,extreme_max7,extreme_max8,extreme_max9,extreme_max10,extreme_max11,extreme_max12,extreme_max13,extreme_max14,extreme_max15,extreme_max16,extreme_max17,extreme_max18,extreme_max19,label
/training-b/b0069.wav/1,54438,68015,28816,87285,48563,93942,107472,102015,14248,35120,42945,3935,22434,60885,80199,,,,,,209,21543,103296,36227,53814,59857,10390,65404,93290,108361,47138,85044,27896,,,,,,,,1
/training-b/b0070.wav/1,15720,75241,106919,45716,83899,52467,7845,59260,25199,94011,32884,69794,63297,,,,,,,,64018,0,57325,90337,31349,5901,53278,40644,23996,96737,107959,82789,45168,15185,74680,,,,,,1
/training-b/b0071.wav/1,1276,76599,37409,56314,26200,20546,52270,5874,60849,65439,69636,43038,84988,10929,101881,92815,,,,,8118,44460,100426,88224,66969,108735,63156,25629,12454,34676,39015,77788,2236,81939,51262,94018,74105,57107,19442,,1
/training-b/b0072.wav/1,19978,4024,51880,73856,91524,35982,67877,102404,14708,86438,27360,97421,41634,57107,,,,,,,63261,10236,76721,26368,89440,45685,93815,82686,30573,58960,106345,38440,71775,99660,19579,67589,3690,51550,,,1
/training-b/b0073.wav/1,82707,23577,17103,99094,48497,63220,93611,36370,104550,74042,7763,40822,109656,77691,874,58384,,,,,2086,33776,64591,109030,27006,78904,14326,21224,102925,48096,73427,39405,97900,86565,,,,,,,1
/training-b/b0074.wav/1,28321,54580,71621,21712,108615,76557,88307,43883,97261,6023,598,11746,82921,66148,37085,92564,48031,18107,103178,,16931,78139,93590,58382,103745,23002,63799,1559,98362,13002,84195,7235,29192,70569,110234,36026,46533,52414,,,1
/training-b/b0075.wav/1,104987,40093,56033,72024,23937,87786,7703,30482,66427,77205,14456,50156,96262,638,110234,,,,,,67666,46989,18878,52830,79036,1757,95173,13058,61602,30834,87603,56443,40443,7392,24209,72368,104940,,,,1
/training-b/b0076.wav/1,9082,26332,106085,39809,48887,34341,53993,70292,4695,89582,78862,59758,13717,84697,93766,432,18633,,,,89,102008,91376,107256,95450,86994,50621,81884,78561,56911,62444,28404,21402,41069,69914,8564,,,,,1
/training-b/b0078.wav/1,91885,55995,109900,21639,73925,37875,7741,96517,32370,46870,61877,103715,84542,,,,,,,,63302,46159,82443,51299,94957,77017,98818,2269,31395,73672,37564,21286,6501,55425,109385,91464,,,,,1
/training-b/b0079.wav/1,81178,71369,87825,66752,61017,22674,97191,3339,33416,41952,105691,52144,55475,93611,12904,,,,,,35185,110249,23546,11344,17979,99724,49826,30309,4200,58250,104631,79977,41371,71221,87675,,,,,,1
/training-b/b0080.wav/1,54854,91153,108421,73362,32138,19196,613,43639,36869,96513,80962,27404,8229,50652,63203,,,,,,68299,76399,83600,100756,46713,30998,10816,7059,79765,43159,61270,26525,18826,37372,73006,296,90781,54339,108105,,1
/training-b/b0082.wav/1,86728,42027,52101,73852,2940,57118,11758,107153,100564,80388,64750,27288,95439,33372,,,,,,,44491,37430,1612,110114,96971,77264,53460,49495,32029,68226,21129,62488,58343,82307,6410,,,,,,1
/training-b/b0083.wav/1,33492,71802,53119,108753,13620,89917,8028,849,65825,27313,42789,77697,38489,20700,,,,,,,23991,47101,29054,20331,82451,3025,101049,96965,40016,63706,58796,78803,33007,108392,89517,52651,71338,13132,,,1
/training-b/b0084.wav/1,104002,84976,24842,4751,65139,44964,91987,40724,72196,28858,14984,58503,79307,19021,52221,98381,35335,108231,,,37169,55647,51820,93036,109022,31741,24424,72015,14060,4312,84573,103558,44516,64706,,,,,,,1
/training-b/b0085.wav/1,94216,5412,63298,28338,108208,13526,42856,35562,71708,102644,48404,21724,87362,81320,702,,,,,,1015,22929,37835,48440,53543,85130,98179,109494,34002,43606,101769,71401,13326,28310,93326,63546,5141,,,,1
/training-b/b0087.wav/1,53564,96647,75177,42970,32108,70529,28046,81756,106694,6985,110234,21123,17050,61285,87945,,,,,,25208,110249,66666,59725,0,86812,97461,5238,38389,81408,11879,18011,75813,103452,52720,33023,,,,,1
/training-b/b0088.wav/1,40830,20894,102625,60825,2043,55027,68580,81490,28926,95420,72136,89452,45835,15194,8856,84910,33993,109784,106330,,109269,85356,43040,88946,53038,37300,103106,23106,56509,69475,33614,2491,62006,74539,49300,28780,13345,95022,,,1
/training-b/b0089.wav/1,449,78590,62525,15301,30525,102253,48697,53552,96872,85921,37390,41571,22092,69706,109845,,,,,,46675,56766,42733,37019,95250,21738,1623,6725,101858,85466,69212,29925,62726,14720,53111,78862,,,,,1
/training-b/b0090.wav/1,6765,50243,103415,10281,34332,96072,80334,2988,57563,74137,17741,92258,26934,39879,46221,108309,,,,,109297,21338,44394,14843,62474,103280,82289,90634,73430,10159,34212,50488,27182,96280,3241,,,,,,1
/training-b/b0091.wav/1,75856,61019,28435,12127,93012,109150,44868,99665,35051,55745,19871,82316,2449,69444,51254,,,,,,54594,23025,81357,105372,5132,50799,99993,67023,35382,19171,12536,61406,45224,109565,28808,92655,75542,,,,1
/training-b/b0092.wav/1,83527,99216,35692,51733,3341,58541,19927,24134,8328,11971,45495,74518,64006,67479,109343,80005,91386,41743,15695,,90805,105206,59058,23584,40792,906,74951,66634,11407,7354,83196,27414,100843,35420,51344,,,,,,1
/training-b/b0093.wav/1,81573,88305,3342,60466,47471,18262,109568,24907,41989,70077,31463,103564,55977,51630,13342,,,,,,9204,98711,61501,57289,32412,71790,109902,80959,25296,102267,38828,47142,87049,17656,67503,3667,,,,,1
/training-b/b0094.wav/1,61430,97083,90340,74896,27289,9013,41636,4016,16324,34526,45745,51577,105662,78831,,,,,,,3313,13825,17386,41002,93019,79506,33378,46237,25360,98213,65711,74378,9612,,,,,,,,1
/training-b/b0095.wav/1,107901,24458,90726,73551,56242,41264,32275,15815,60476,103599,94946,50612,77592,84924,37000,28408,7267,2123,,,8173,0,44196,67642,84203,102454,28914,62010,40403,48644,91190,16546,32643,107468,72980,55818,24037,,,,1
/training-b/b0097.wav/1,10588,96292,39554,67847,47249,18643,76717,104473,4654,33400,84269,28314,59391,110186,89436,,,,,,55579,83495,109505,5245,90541,1739,24842,63148,51510,104318,75847,18439,47060,67532,95937,39333,11269,,,,1
/training-b/b0098.wav/1,61190,74543,36009,78736,55290,94287,31951,21696,97837,85488,106226,70167,2238,8508,15793,43155,90886,50159,,,103353,10508,54271,89206,45545,110249,75105,3378,82527,98918,94715,68955,24552,38275,5,20482,33093,63887,,,1
/training-b/b0099.wav/1,55108,91195,98177,76336,23464,16170,45387,10833,68973,1667,39561,60308,105120,6088,64160,32431,84905,110234,,,61179,84417,102411,39612,79780,76144,27602,97845,14875,110249,32983,45580,8376,55160,23624,579,90139,68246,,,1
/training-b/b0100.wav/1,33794,13619,24534,109428,47150,17233,65902,5636,84457,72440,55364,1776,99749,40196,28768,80090,89140,60966,,,9522,834,108630,4810,36923,59846,33275,27148,76632,92140,84143,67815,102099,19044,52874,49377,14583,,,,1
/training-b/b0101.wav/1,104200,65122,95692,3752,51323,32341,57954,83943,43219,9625,69011,24311,36436,18001,76333,79958,89570,292,,,15652,60107,21255,88768,80808,12186,65677,42591,96218,108773,32642,25063,73041,104633,4225,52752,,,,,1
/training-b/b0102.wav/1,87934,33754,80979,109771,15377,65702,22069,60915,93671,48896,105032,5808,72395,,,,,,,,15054,99777,222,92630,23235,96135,68730,50866,61874,57392,40290,109204,46661,27185,83534,33200,8650,,,,1
/training-b/b0103.wav/1,81829,57765,14595,9238,40719,99436,62323,103445,110234,36511,1786,31995,24789,69074,91590,87047,74051,50176,,,28019,44852,94878,54170,2120,101404,34251,22264,12921,90242,106287,61378,85786,67023,,,,,,,1
/training-b/b0104.wav/1,94766,65379,40129,3729,76920,58550,30925,10427,69052,87671,22547,51855,83744,46962,102305,14464,17901,107007,,,16457,54554,89286,71366,48168,32379,67752,83509,78528,101945,10167,58186,96324,39753,21418,3293,,,,,1
/training-b/b0105.wav/1,38781,96380,62767,47137,71446,110234,14151,86758,21708,1090,5340,27986,102391,79287,52326,,,,,,47609,26284,108998,51255,81041,7099,22528,99403,35383,88642,63299,14539,1738,71767,39120,,,,,,1
/training-b/b0107.wav/1,71011,102044,51113,33313,57426,85158,965,15479,110234,74684,96898,62511,39887,27103,46901,80318,91550,,,,196,8612,95074,21861,56259,90255,34235,108243,4738,101572,50513,39526,74399,16535,67723,86044,,,,,1
/training-b/b0108.wav/1,5432,51931,26914,36078,20651,76152,108097,43489,89064,93758,59317,13731,71057,82428,100452,,,,,,79568,106982,1468,75867,47244,12140,83957,68994,58451,102941,93461,5784,43100,26949,21058,52259,36412,,,,1
/training-b/b0109.wav/1,16336,33723,109031,683,56016,69330,95903,61018,82691,25133,42765,29545,79001,100787,20941,74777,88105,50887,,,9482,89002,48464,37173,0,96814,17255,30418,3830,44011,83599,110235,58777,70551,,,,,,,1
/training-b/b0110.wav/1,81682,100514,20418,62397,41920,25284,68813,85452,30919,2404,54165,92651,12912,73388,7581,107126,,,,,108142,3339,72336,67767,103722,88197,53101,8912,37479,26324,32297,96492,99919,42595,81307,19980,61993,,,,1
/training-b/b0111.wav/1,79117,108859,103539,70606,7596,47356,22944,61884,85929,56527,93532,15671,42009,385,52132,66149,,,,,51384,47150,65134,3961,40580,60789,19236,34836,108718,15508,225,82594,55323,71576,30752,23519,97151,8239,86457,101512,1
/training-b/b0112.wav/1,92817,897,37575,56061,19919,44392,110141,76666,82566,7699,64708,97146,31334,27721,101563,49193,105607,,,,33150,68783,108621,46780,29152,99215,83521,12774,55530,62475,463,20337,75922,92309,37083,,,,,,1
/training-b/b0113.wav/1,66153,48969,39732,98931,53695,12767,9333,84761,1715,33175,20430,80898,75621,61001,91994,108429,,,,,110238,39133,35798,98521,93773,6767,29828,978,19456,64146,89870,54345,104459,10588,86142,47931,70516,,,,1
/training-b/b0114.wav/1,53167,83395,22084,30516,91925,61697,14267,70528,37057,103527,47570,106879,9896,43977,2625,,,,,,106310,72540,109639,97189,48181,987,92355,42852,14858,79606,61298,30978,52847,22420,83069,,,,,,1
/training-b/b0115.wav/1,45725,34685,28092,9983,100592,63740,107588,81970,89057,56561,40012,18779,69921,76526,4673,,,,,,66940,60764,81611,102266,11763,92980,1957,28819,44361,107470,52387,88944,34350,16567,70780,,,,,,1
/training-b/b0116.wav/1,37311,6372,13712,96956,60495,83587,45714,18459,107795,77647,55492,29004,73535,,,,,,,,43757,95816,100995,53449,72648,67767,49117,57388,106827,60945,32324,21384,89930,84092,2365,14110,37742,,,,1
/training-b/b0118.wav/1,84019,108782,34124,59012,52643,68570,74870,9242,21568,99999,43071,1026,16652,63312,,,,,,,79158,91371,94900,62409,58821,101109,14310,53598,22690,85239,38694,69762,8853,33774,108324,,,,,,1
/training-b/b0119.wav/1,40623,19181,73355,26792,65965,90290,83531,48738,52092,58140,11755,97577,94284,35565,6025,69393,105582,1792,,,10448,55013,71091,107591,103642,2531,75801,95397,49143,24457,65565,89865,40933,18786,,,,,,,1
/training-b/b0121.wav/1,105923,46330,101996,85626,51957,63354,41239,77300,58256,81245,17359,36065,68446,1500,89349,10046,25843,96493,29732,,99912,94841,43100,30940,14042,37269,7196,60679,78979,68070,21581,90101,105032,506,82748,54222,,,,,1
/training-b/b0122.wav/1,10232,14312,3337,23146,17754,78452,59790,89910,40864,97229,107899,33758,83524,71073,52718,44238,67268,47967,63231,,103050,0,65214,46740,78251,59589,84870,97052,40674,90110,51997,107492,70645,34151,26000,6281,19143,11113,,,1
/training-b/b0123.wav/1,8021,70858,102002,38791,79696,19184,57125,46378,33959,13017,2157,27838,,,,,,,,,85841,76623,89452,54226,32817,28847,283,59950,109798,14541,80382,45463,40034,70380,101503,7513,,,,,1
/training-b/b0124.wav/1,88171,39555,57625,33093,104767,81768,15175,65553,5322,22494,19165,49945,44267,95271,73243,,,,,,1064,72693,87950,18674,69204,96612,46191,65872,15351,50978,56885,27734,39280,81201,32390,8114,105000,,,,1
/training-b/b0125.wav/1,27577,58673,16190,47590,102196,97680,73662,65186,3391,77941,88209,82036,23637,34700,,,,,,,57996,0,19298,46008,87392,109566,91219,105556,11006,70012,50589,66192,98123,33491,3874,74125,26517,,,,1
/training-b/b0126.wav/1,22815,29434,15756,62689,522,55253,108063,91303,95782,38855,42270,103722,78994,34630,48694,85266,6319,99720,,,72884,49672,77652,94016,86624,22342,36751,29186,104234,2501,63957,109429,56165,15483,68604,10112,82390,,,,1
/training-b/b0127.wav/1,54939,73599,17285,36047,92218,101470,62141,42635,80183,108721,24705,88315,6091,48881,12163,110,,,,,85532,110235,67084,23813,12872,46866,105372,39906,98625,5178,79990,16851,91747,73257,61307,54441,36273,,,,1
/training-b/b0128.wav/1,14601,33216,52256,70721,88693,2970,107267,95302,58699,77236,46121,37348,83824,6519,20067,101767,25054,,,,100582,45149,63786,21296,57505,76841,25611,39290,3657,94865,88427,32725,106128,70388,51885,14099,,,,,1
/training-b/b0129.wav/1,2524,16426,46158,108019,61632,87578,39239,24486,56345,10651,32472,71937,82831,96127,79162,65902,100326,,,,75121,45615,29138,102129,70877,90665,37920,81944,23201,109339,62031,974,6537,57680,16950,,,,,,1
/training-b/b0131.wav/1,8936,66351,85020,101585,45037,36386,19164,109643,30674,3061,95403,50536,15471,71901,55789,79754,76056,26475,,,77996,33296,59230,37227,1883,109167,48485,71316,26058,102891,65245,14274,52528,84025,7736,,,,,,1
/training-b/b0132.wav/1,72726,30217,21750,1517,64134,88075,80826,10862,97644,17199,60174,40561,47834,44548,51928,109031,104228,,,,59180,110249,91179,53102,86723,66170,106103,82606,95389,19207,659,24717,43236,72772,38688,,,,,,1
/training-b/b0133.wav/1,99682,78548,109979,34507,12599,56477,94168,30754,38207,21862,60231,1829,50641,44045,67776,,,,,,92817,2935,69086,26300,64554,30085,41941,56012,12132,86536,35602,104796,79685,20615,99197,,,,,,1
/training-b/b0134.wav/1,67176,58575,81640,44621,103481,1503,19178,88454,23672,108585,32170,49581,36207,75165,53048,93843,,,,,94921,54024,14363,38279,45016,5652,103994,1032,34231,23230,88786,60651,81039,27780,66151,,,,,,1
/training-b/b0135.wav/1,62324,36780,41303,102274,81702,19333,90302,76234,106908,3938,8506,26384,68310,53359,45507,95153,,,,,77289,14878,93012,10375,55428,97437,29095,40247,5187,61022,47243,86986,70723,102751,109094,19766,82027,,,,1
/training-b/b0138.wav/1,10259,52355,23176,73553,86998,68093,33072,17867,108228,61668,43242,103699,93414,4082,57074,470,48758,,,,106235,89955,86149,100217,15223,110234,19798,80913,95835,64548,26363,49517,31906,38915,59375,4654,74136,9995,,,1
/training-b/b0139.wav/1,67133,58176,26537,78504,41389,47396,95952,7262,82552,16784,87451,105885,35481,99366,50873,,,,,,21361,38539,109585,630,97130,75293,31338,100888,54170,13382,66812,48130,88634,4998,,,,,,,1
/training-b/b0141.wav/1,56690,22713,12940,9132,74284,93014,44439,30884,68187,79176,2062,109211,98480,86303,17314,,,,,,67492,108838,102606,28669,97731,87010,43598,75749,91746,36977,21314,59138,6723,50606,12287,1024,54619,,,,1
