filename,mfcc_mean1,mfcc_mean2,mfcc_mean3,mfcc_mean4,mfcc_mean5,mfcc_mean6,mfcc_mean7,mfcc_mean8,mfcc_mean9,mfcc_mean10,mfcc_mean11,mfcc_mean12,mfcc_mean13,mfcc_mean14,mfcc_mean15,mfcc_mean16,mfcc_mean17,mfcc_mean18,mfcc_mean19,mfcc_mean20,mfcc_std1,mfcc_std2,mfcc_std3,mfcc_std4,mfcc_std5,mfcc_std6,mfcc_std7,mfcc_std8,mfcc_std9,mfcc_std10,mfcc_std11,mfcc_std12,mfcc_std13,mfcc_std14,mfcc_std15,mfcc_std16,mfcc_std17,mfcc_std18,mfcc_std19,mfcc_std20,cent_mean,cent_std,cent_skew,rolloff_mean,rolloff_std,label
/training-b/b0019.wav,-442.914,67.269936,58.729664,47.546604,36.70892,28.353796,23.247763,20.8689,19.90719,18.991543,17.328918,14.919454,12.296406,10.066847,8.566105,7.755103,7.333869,6.968977,6.487198,5.916671,13.763274,16.917234,11.639557,7.9037576,6.7468143,6.2357726,5.3333135,4.610718,4.563427,4.4288664,3.857638,3.2874014,3.0050056,2.8692524,2.7832282,2.7290852,2.618204,2.5685072,2.774139,2.93423,30.618887902906696,15.713876495042694,3.8504012145295263,45.259602864583336,22.280828033536803,1
/training-b/b0020.wav,-413.1358,77.732086,64.217766,47.70003,33.55969,24.979301,22.090775,22.476265,22.800999,20.802011,16.365349,11.133583,7.1948004,5.752517,6.4817653,7.896391,8.414536,7.33515,5.123173,2.948336,17.946802,21.174522,12.609913,8.015324,10.265248,11.522612,9.42158,5.827117,3.7159202,3.473948,3.355796,3.7149627,4.0290403,3.4154146,2.5467832,2.6813862,2.9352274,2.580531,2.239421,2.339899,32.55026814578864,19.679224179113323,4.166068355260123,49.097696940104164,37.204524398260965,1
/training-b/b0021.wav,-413.51257,80.74816,65.29818,46.183243,29.84526,20.399048,18.198626,20.393673,22.911263,22.690584,19.019411,13.399323,8.225898,5.2238774,4.599479,5.2783375,5.861509,5.5635304,4.553544,3.596584,13.751766,16.913746,11.621535,9.034136,9.90721,9.58513,7.0461593,4.428004,4.379874,4.759681,4.230256,3.8187459,3.8303583,3.6785376,3.658919,3.9656985,3.9746506,3.5482326,3.285475,3.3683522,41.3303117054596,22.75453280916932,4.825778742220137,56.026204427083336,41.97489872953603,1
/training-b/b0024.wav,-485.33606,100.78722,75.41064,44.466724,18.9493,5.733602,5.061745,11.651139,18.391785,20.320488,16.692352,10.317646,5.0235744,3.0825531,4.168201,6.179814,7.034888,6.073121,4.2101917,2.9555647,33.48355,40.789715,24.369308,7.20061,10.65331,14.581379,11.156379,5.6814117,4.638426,4.4816523,4.423269,6.5610304,7.1511483,5.0889244,2.8429742,3.1748536,2.9497688,2.550458,3.8634164,4.4257865,56.05307424076705,50.672857321773115,1.9605283633333215,98.34493001302083,127.41553968111812,1
/training-b/b0025.wav,-435.65747,129.16531,97.14903,58.500443,26.049988,8.036592,5.24516,11.791307,19.489506,22.328373,19.020784,12.445656,6.7169642,4.318655,4.895866,6.174417,6.011816,3.9547102,1.3717391,0.17691939,16.172804,17.635714,11.918244,7.924271,5.9590015,5.7201333,4.7505326,3.7218022,3.6700525,3.7785256,4.0282407,4.4313025,4.442926,3.8596416,3.118397,2.5654325,2.2266817,2.3701284,2.7317207,2.6861522,33.12661897137645,19.760518826924816,5.501905190167135,48.8983154296875,45.73532736747502,1
/training-b/b0026.wav,-445.7399,70.02514,61.12649,48.992855,36.454098,25.807234,18.270872,13.921578,11.98192,11.313384,10.932123,10.326576,9.457867,8.533983,7.763958,7.230143,6.886585,6.6281466,6.372162,6.102279,16.433279,21.00086,15.819244,10.563785,6.992606,5.6834607,5.576337,5.363629,5.022236,4.681387,4.2391753,3.7373514,3.3750365,3.2474296,3.2016857,3.0405512,2.773064,2.5353003,2.439536,2.474235,38.563619775926874,32.45626823743256,6.921130382388002,56.3751220703125,57.295369828720936,1
/training-b/b0027.wav,-449.8996,60.42173,52.34279,42.440575,33.569256,27.418709,24.304583,23.1967,22.389547,20.561348,17.364714,13.382795,9.703785,7.271893,6.380264,6.641886,7.3161817,7.715289,7.5050535,6.751537,17.938406,20.963278,13.099077,9.244923,9.628242,9.536684,7.0641694,4.141066,4.2948728,5.152052,4.626903,3.9112728,4.1972237,4.458804,4.000474,3.1671093,2.555222,2.3730009,2.391336,2.3025665,29.340113488517947,21.792942710642205,4.095942673887506,41.969807942708336,41.20533796157388,1
/training-b/b0028.wav,-439.30383,42.41966,39.585613,36.1522,32.642532,29.245415,26.203587,23.632229,21.45997,19.595224,17.920706,16.297775,14.6744,13.072333,11.529066,10.10796,8.8756485,7.8650413,7.078121,6.477062,15.010881,16.962612,10.718696,8.341954,6.6764565,5.130357,3.995474,3.2394795,2.8086479,2.727968,2.925351,3.1712146,3.2261825,3.0637252,2.872047,2.692885,2.4919233,2.2929957,2.1013467,1.9008344,26.06962801811865,26.11918110858027,9.509199682700412,39.128621419270836,43.550343135265145,1
/training-b/b0029.wav,-507.04562,116.698044,83.04867,42.883823,11.205238,-3.1393185,-0.6470179,10.732216,20.968275,23.561943,18.267427,9.74605,3.5981805,2.6541426,5.754896,9.312372,10.173333,7.715964,3.8834398,1.415962,14.304589,17.467388,11.339236,6.1455097,5.8525085,7.247923,6.903339,5.665535,4.670263,3.8985639,3.4524028,3.406555,3.2103279,2.703958,2.372879,2.4228663,2.6537852,3.0396583,3.2565057,3.0402024,44.621990973879285,31.944602541347383,3.087593738610025,51.340738932291664,69.68483621721685,1
/training-b/b0031.wav,-424.3022,75.17278,62.45424,46.344913,31.54797,21.220663,16.275639,15.510272,16.509924,17.025553,15.98626,13.61524,10.874012,8.714598,7.5289907,7.071719,6.8209724,6.4127755,5.8321924,5.315328,14.957606,17.36635,10.011358,6.184434,7.1447926,7.6544557,6.042526,3.7738142,2.9946265,3.0539067,2.9670029,3.3252351,3.7216475,3.4197314,2.7957187,2.6442976,2.6968255,2.5558147,2.4989536,2.5795867,36.143282801783364,23.2794534828375,5.019170281863357,49.0478515625,42.51036370362984,1
/training-b/b0034.wav,-414.96564,73.383385,59.107964,41.96431,27.280504,18.454765,16.044926,17.759377,20.17518,20.628675,18.288605,14.225177,10.340873,8.058324,7.641228,8.289406,8.861039,8.637141,7.6265235,6.3766294,20.564621,22.98036,12.727969,7.823039,10.635975,12.129122,9.679891,5.5688014,3.9389625,4.4054627,3.8100626,3.0819206,3.3225873,3.4276824,3.0546286,2.8961406,3.015712,3.0477076,3.0115554,2.8324459,33.12996849302458,24.089235282397755,4.242898026973937,43.863932291666664,46.95804956599202,1
/training-b/b0035.wav,-433.54645,69.87113,59.37281,45.54218,32.031925,21.466576,14.759637,11.29787,9.690062,8.647518,7.574464,6.6048474,6.160978,6.423974,7.1108155,7.656224,7.5939083,6.8469186,5.7500997,4.8123126,15.938625,19.092667,11.096882,5.700019,8.5946665,10.268504,8.725815,5.950557,4.4879413,4.065275,3.46729,3.320978,3.441625,3.0576463,2.570702,2.5194726,2.3852556,2.0702906,2.1881435,2.42456,44.05754751261449,35.5249583850396,4.2957627837360395,69.78352864583333,86.59242520909164,1
/training-b/b0036.wav,-433.9613,76.36596,67.07726,55.212875,43.29756,33.13249,25.638689,20.546043,16.972387,14.087092,11.438099,9.111424,7.4455667,6.6018543,6.4153566,6.459931,6.3003964,5.75246,4.9316974,4.14611,19.492977,22.193197,14.1398,10.20961,10.035138,10.220426,8.320969,5.391163,3.7467115,3.6709685,3.5040467,3.465226,3.6736124,3.4733074,2.8391278,2.4558752,2.4846277,2.4568,2.3760822,2.3668475,41.03185061853083,25.506556235475873,5.030342449097422,67.24141438802083,46.63223556387404,1
/training-b/b0038.wav,-454.87613,129.90051,95.91198,55.407932,22.212355,5.0284595,4.151321,12.668596,21.411684,23.952286,19.41298,11.476902,4.9907293,2.7100887,4.019105,6.1375294,6.483576,4.5051904,1.7460533,0.3561953,19.098164,20.820581,13.313103,8.688742,8.290575,7.741866,5.3469386,4.7337985,5.7384686,5.189968,4.134213,4.5878134,5.0525537,4.411738,3.455131,2.974495,2.8560722,3.0929697,3.2260478,2.8304598,35.4883992876774,23.442819259327074,3.8440673412708066,50.892130533854164,55.27362440599608,1
/training-b/b0039.wav,-403.2308,115.77762,82.54037,44.015434,15.5993395,5.296255,10.603393,21.606663,27.835917,24.418694,13.955096,3.526105,-0.67393804,2.6387339,9.60309,14.458921,13.678634,8.08451,1.7450776,-1.2217418,10.334671,12.850777,8.763422,5.331071,5.1696286,6.0304737,5.755513,4.563379,3.460809,2.9618416,2.9934053,3.1785946,3.1039474,2.8316686,2.6819983,2.7363737,2.8832998,2.9804597,2.8829865,2.6185286,29.414067447465104,10.781040626919205,1.900368350723538,33.695475260416664,24.82519995384879,1
/training-b/b0042.wav,-415.3337,113.43018,86.77251,55.623753,29.671581,14.866477,11.209063,13.575936,15.597671,13.644649,8.110661,2.2413144,-0.58919173,0.6323879,4.1889577,7.1413665,7.4197154,5.1135564,2.1055853,0.4902644,35.650402,40.488205,21.673964,7.3991175,15.157786,18.344475,13.274964,6.0939097,4.9087534,4.454189,2.9960692,5.744582,6.904525,4.954005,2.8378072,3.5421743,3.2692657,2.6844728,4.084249,4.6222515,70.16391412449231,58.517407235087525,2.0966943876613895,131.09334309895834,120.92431076931886,1
/training-b/b0044.wav,-461.68744,67.187485,58.822186,47.83481,37.27244,29.391005,24.939453,23.204762,22.66072,21.814075,19.836304,16.75061,13.19111,9.94597,7.5573444,6.1613164,5.5757723,5.500912,5.673689,5.906619,16.23954,19.916916,12.438679,6.171498,8.713873,11.4506855,10.768183,7.795599,4.818428,3.706907,3.6350875,3.3949146,3.076598,2.8223577,2.7336977,2.874998,3.001192,2.9136963,2.6701236,2.4243343,31.017593286974495,19.794459966386075,3.802171181013963,53.035481770833336,63.45471232672658,1
/training-b/b0045.wav,-452.0872,61.939865,54.73046,45.697445,37.6889,32.436317,29.943716,28.831295,27.31852,24.248648,19.626966,14.465459,10.108811,7.471979,6.6213818,6.884629,7.339212,7.330078,6.716174,5.773873,15.933942,19.554293,12.484658,6.793497,7.5255017,8.190058,6.171791,3.617061,3.5688977,4.0961404,3.8509643,3.7046676,3.6409955,3.1661325,2.753111,2.7399235,2.5767705,2.3229945,2.417184,2.4757698,27.87965177198202,14.30667945900882,3.03052370886704,43.8140869140625,23.872917903054606,1
/training-b/b0047.wav,-447.05658,54.824066,50.88928,45.94421,40.525566,34.94999,29.66655,24.917252,20.802628,17.37427,14.560915,12.291355,10.531374,9.204548,8.224593,7.505427,6.955719,6.5096536,6.112614,5.7277985,18.067226,20.80271,14.646905,11.734385,9.303526,7.6685805,6.9094896,6.6606994,6.446831,6.0481606,5.4651537,4.74146,3.9275386,3.227369,2.7804067,2.53873,2.4491034,2.4648762,2.4611857,2.3593073,37.40464525695881,27.521821575018784,6.778102781594829,61.708577473958336,51.20913331750916,1
/training-b/b0049.wav,-435.09634,73.00114,59.91118,43.60533,29.458921,20.996937,18.719765,20.468002,22.90894,23.315031,20.75736,16.179688,11.469515,8.216535,6.926324,7.029666,7.487074,7.5023046,6.9100313,6.0769734,17.887344,22.31841,15.381359,9.108219,7.584794,8.127594,7.182309,5.302781,4.251406,3.9158626,3.4685752,3.3102326,3.4422438,3.3250635,3.0207095,2.7873278,2.5008585,2.2320657,2.4155118,2.7362285,30.134707090309693,20.889010783258417,3.578950915804844,42.169189453125,33.797812569215,1
/training-b/b0050.wav,-437.21606,64.69363,55.3198,44.128826,33.75438,26.166134,21.996511,20.377337,19.783737,18.760624,16.71081,13.944836,11.21041,9.1860895,8.088094,7.6809998,7.505781,7.220223,6.771835,6.301751,20.025728,20.763803,11.231951,7.576112,8.389032,8.979509,7.3241515,5.069347,4.583344,4.904899,4.427762,3.5764818,3.208935,3.0987868,2.8874156,2.653498,2.411086,2.2630994,2.3751786,2.4483495,30.896095371732464,21.819140329743284,6.195393501106325,42.817179361979164,34.647629178416906,1
/training-b/b0051.wav,-444.6357,61.664814,57.19478,50.97058,44.100887,37.388374,31.317759,26.115984,21.772532,18.124102,15.013427,12.378584,10.217167,8.52256,7.262867,6.3758307,5.7631044,5.311088,4.932443,4.5850735,14.762355,18.643866,14.184194,10.721577,8.47402,7.1041236,6.46955,6.09669,5.7752576,5.4650216,5.0984793,4.5880585,3.9437683,3.319058,2.778334,2.3128827,2.0063474,1.9098065,1.9118508,1.8913866,40.259953286055485,18.48254934328655,3.64302063034766,67.54048665364583,31.703501873780258,1
/training-b/b0052.wav,-440.94348,42.192806,39.47015,35.742588,31.858469,28.466423,25.817589,23.777493,22.008043,20.198988,18.223719,16.157616,14.183208,12.462153,11.053711,9.913853,8.953899,8.107206,7.3598866,6.7345695,10.293386,13.317841,10.376981,7.633024,6.368649,5.5485916,4.159285,2.8276136,2.5639968,2.724989,2.7521336,2.879194,2.9832904,2.7659478,2.3475301,2.0839355,1.9833555,1.8420142,1.7348869,1.7699128,25.216527493994423,12.982898016018641,4.508704983005878,35.190836588541664,13.791595378847076,1
/training-b/b0053.wav,-446.11987,50.732525,48.161346,44.419304,40.059418,35.522953,31.077482,26.859398,22.940393,19.365503,16.166231,13.370121,11.007455,9.102647,7.652958,6.6148367,5.9111814,5.450832,5.1436315,4.9072948,10.256801,13.169326,10.184873,7.529578,5.870065,4.649962,3.94356,3.7852056,3.7265089,3.5960188,3.4213865,3.1975076,2.904143,2.6074293,2.4162555,2.3043938,2.1630821,1.991524,1.8567606,1.7992332,27.027517756812593,15.21966629930276,7.3493961851669996,44.312540690104164,26.333035124545642,1
/training-b/b0055.wav,-419.4603,107.11925,79.53675,46.811623,21.130661,9.373491,10.718931,18.38945,24.219515,23.364628,16.398087,7.835172,2.5479186,2.6187809,6.4570575,10.377417,11.317025,8.760822,4.683508,1.8280733,10.478061,12.521259,8.682632,6.3363895,4.8093514,4.175298,3.743399,3.6119506,3.6596339,3.475532,3.1328595,2.972948,2.984196,2.8732474,2.7406733,2.713688,2.6846747,2.5955133,2.4676561,2.3662186,27.403230876729168,15.888760576368888,6.273999137191952,32.249959309895836,30.408417625410383,1
/training-b/b0056.wav,-469.2929,109.18056,78.933586,44.289326,18.537092,8.76263,13.240624,23.388416,29.670473,27.063911,17.130384,6.0114512,-0.20491597,0.65598464,6.063153,11.067084,11.878979,8.175117,2.813356,-0.52046686,13.802567,14.380298,9.001826,6.4742913,5.1148944,4.980284,4.4543476,3.8807077,3.8510315,3.7588363,3.53226,3.328838,3.173556,2.933904,2.6838353,2.5338316,2.4663374,2.516802,2.629451,2.545653,29.595431343699474,19.544383054860685,5.138302289788561,37.732950846354164,38.833324165621995,1
/training-b/b0058.wav,-441.47644,58.710518,52.368,43.82507,35.211742,28.174753,23.390457,20.587944,18.973108,17.756737,16.496712,15.132983,13.796954,12.586837,11.468178,10.332543,9.127159,7.9326286,6.924442,6.251291,18.238712,22.299753,13.762391,6.8505607,9.565659,11.644257,9.788435,6.2911844,4.1735635,3.4332619,2.7620773,3.1142268,3.625781,3.213413,2.5359893,2.500952,2.4712842,2.2020533,2.2571425,2.3513584,33.16790554724763,42.864043067640736,6.535891116297318,51.8890380859375,76.7560390214146,1
/training-b/b0059.wav,-433.61813,114.38119,81.78877,44.39234,16.079004,4.4979863,7.9856687,17.847208,24.466026,22.77695,14.440952,5.408561,1.2291276,3.4195318,8.992833,13.101194,12.551714,7.82277,2.2882397,-0.47111714,21.915253,24.110708,13.983786,6.7936096,8.550089,10.137067,7.933928,4.623853,3.3113983,2.8996418,3.0257618,4.2787943,4.6902604,3.8116813,3.0348303,3.059893,2.8348317,2.680145,3.1452792,3.2739007,37.27612207740199,32.247469466314186,4.384346500929792,51.739501953125,70.41802408647153,1
/training-b/b0060.wav,-436.05164,68.23387,59.729836,48.353664,36.85394,27.206846,20.173502,15.452592,12.186105,9.564317,7.255899,5.438402,4.4584017,4.4254894,5.0493755,5.787232,6.147418,5.942727,5.349174,4.7423496,14.033803,17.359877,12.233694,9.240286,9.483928,9.840908,8.83317,6.9134045,5.221141,4.2783694,3.8194895,3.5717118,3.2636955,2.7854226,2.4684472,2.5496948,2.6370497,2.4670343,2.2602777,2.212519,43.14832462819583,35.30823651786158,4.0117681651604435,70.97981770833333,77.74319484223626,1
/training-b/b0061.wav,-425.3109,99.90732,76.71329,47.53719,21.963388,6.6433277,2.9315119,7.289277,13.914815,17.953684,17.55468,13.914355,9.693447,7.0320425,6.394913,6.7551007,6.7103667,5.6125216,3.9404862,2.776643,12.857368,16.035337,10.994802,7.2169967,7.7143726,8.182354,6.8013635,5.251051,4.9508076,4.8288264,4.4792,4.464446,4.3525496,3.724283,3.3918202,3.7801318,3.909925,3.5738795,3.506066,3.7452135,41.291852837419206,21.70320012507478,1.2576027601757822,50.293986002604164,49.59730290747073,1
/training-b/b0062.wav,-418.30527,91.90645,73.51937,51.077827,31.495108,19.063175,14.331007,14.444508,15.431089,14.609051,11.63094,8.084637,5.957212,6.0877542,7.739288,9.283138,9.387112,7.8774495,5.678085,4.039189,19.639242,22.281084,12.909277,7.679233,8.938919,9.684674,7.560649,5.286112,4.796396,4.0340624,3.18585,4.1670256,4.804315,4.0277147,3.0911365,3.226976,3.2719429,2.8702784,2.848178,3.0022783,35.620896355067266,25.286129076908338,4.654298485485396,51.241048177083336,52.16980193698062,1
/training-b/b0064.wav,-466.9888,56.248226,51.794,45.51059,38.674236,32.399998,27.330202,23.547997,20.716978,18.349783,16.067917,13.744106,11.492058,9.544475,8.101599,7.2267942,6.8261104,6.7017403,6.6389894,6.4822197,14.730906,19.403952,15.709987,11.311913,8.103828,6.8790045,6.409114,5.644067,4.6459656,3.798918,3.2671714,3.002716,2.9614396,3.0850248,3.214957,3.195858,3.0000284,2.7135506,2.4288867,2.1928375,26.029901302576427,15.834930794975808,2.1989510034695994,39.726765950520836,29.45111088157864,1
/training-b/b0065.wav,-427.55237,56.098606,51.63344,45.11103,37.625225,30.25061,23.798544,18.697374,15.011125,12.554442,11.034432,10.159028,9.686066,9.42442,9.218567,8.944019,8.521166,7.9347005,7.2384744,6.534198,8.309086,10.896438,8.763839,6.543849,5.58548,5.756649,5.8508005,5.442866,4.750141,4.0638957,3.5236833,3.1627812,2.9456515,2.7887414,2.6533747,2.5472314,2.438012,2.285158,2.13391,2.0660963,29.91061483632773,12.011979515693632,1.3973331661094068,40.972900390625,18.64590259002809,1
/training-b/b0066.wav,-465.5063,103.523346,76.41421,44.54033,20.097475,9.843244,12.674975,21.445778,27.673294,26.391647,18.326439,8.378129,1.8761574,1.2317355,4.9227815,9.07675,10.322571,7.906553,3.7661805,0.8001881,8.95468,10.398266,6.945047,5.557707,4.764463,4.470053,4.1042056,3.6822422,3.3526735,3.1366222,2.9830925,2.8754761,2.8579192,2.791215,2.6512434,2.510602,2.472619,2.5291712,2.4712515,2.284433,27.285885936011727,13.985864266045576,8.978225491548619,31.751505533854168,27.803490693244928,1
/training-b/b0067.wav,-450.7423,75.648315,64.301445,49.62493,35.581074,24.812496,18.069529,14.4745035,12.376318,10.432417,8.281368,6.4053383,5.4584756,5.6531577,6.5653286,7.3952003,7.4872155,6.743433,5.626878,4.785235,17.892044,21.445494,13.106512,7.500591,8.870796,10.123759,8.465312,5.6435943,4.2406597,3.9377477,3.5687237,3.7107465,3.9217296,3.4154706,2.6899762,2.566187,2.4984925,2.285097,2.572143,2.9651585,34.99261684761117,20.807901304679955,2.985106434064533,50.493367513020836,48.81506731490328,1
